ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Order Date,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response,State,Overall_Profit,Ship Date,City,Gender
1519,1972,PhD,Single,38578,1,1,7/23/2014,2,38,4,22,3,3,3,3,3,0,3,8,0,0,0,0,0,0,3,11,1,Arizona,0.924,7/27/2014,Tucson,Female
10703,1975,Master,Single,46098,1,1,7/23/2014,86,57,0,27,0,0,36,4,3,2,2,8,0,0,0,0,0,0,3,11,0,Arizona,-29.94,7/27/2014,Tucson,Female
1726,1970,Graduation,Single,22585,0,0,9/28/2016,23,3,9,15,13,2,39,1,1,1,2,9,1,0,0,0,0,0,3,11,1,Illinois,30.98,10/01/2016,Quincy,Male
4459,1989,Graduation,Single,30279,1,0,8/27/2017,13,10,4,14,4,4,1,1,1,0,3,8,0,0,0,0,0,0,3,11,0,Massachusetts,-297.6848,09/01/2017,Franklin,Male
1729,1961,PhD,,66426,0,1,4/28/2015,14,1043,24,97,32,24,157,2,3,5,10,6,0,0,0,0,0,0,3,11,0,Texas,-20.3322,05/05/2015,Houston,Female
1517,1969,Graduation,Single,30822,1,0,4/28/2015,92,3,9,13,2,12,12,1,1,0,3,7,0,0,0,0,0,0,3,11,0,Texas,2.6811,05/05/2015,Houston,Female
2098,1969,PhD,Married,33581,2,0,4/28/2015,38,11,0,5,0,0,1,1,1,0,2,8,0,0,0,0,0,0,3,11,0,Texas,-18.8728,05/05/2015,Houston,Male
9543,1985,Graduation,Married,19986,1,0,10/28/2016,74,3,6,5,0,2,6,1,0,0,3,7,0,0,0,0,0,0,3,11,0,California,25.48,10/29/2016,San Francisco,Male
6878,1954,Graduation,Widow,27421,0,0,10/28/2016,14,43,12,96,78,40,55,3,4,1,6,7,0,0,0,0,0,0,3,11,0,California,17.3376,10/29/2016,San Francisco,Male
3310,1973,2n Cycle,Married,35688,2,1,6/26/2015,94,73,3,90,12,1,32,7,4,1,4,8,0,0,0,0,0,0,3,11,0,Michigan,8.799,6/29/2015,Taylor,Female
2724,1981,Master,Single,36143,1,0,11/27/2015,33,12,0,1,0,0,6,1,0,1,2,3,0,0,0,0,0,0,3,11,0,Florida,-157.0095,12/02/2015,Pembroke Pines,Female
948,1971,Graduation,Single,10245,1,0,11/27/2015,32,4,7,7,6,4,13,3,1,2,2,5,0,0,0,0,0,0,3,11,0,Florida,-1.0497,12/02/2015,Pembroke Pines,Female
6720,1968,Master,Together,43795,0,1,12/03/2015,11,314,11,53,4,3,107,3,7,3,4,7,0,1,0,0,0,0,3,11,1,Pennsylvania,-337.638,12/07/2015,Philadelphia,Male
6202,1960,Graduation,Together,63381,0,1,12/03/2015,78,571,50,142,33,50,159,4,4,5,13,2,0,0,0,0,0,0,3,11,0,Pennsylvania,0.777,12/07/2015,Philadelphia,Male
2066,1949,Graduation,Together,38823,0,1,11/24/2014,56,70,0,11,2,8,23,1,2,1,3,6,0,0,0,0,0,0,3,11,0,Ohio,0.4264,11/26/2014,Cincinnati,Male
9799,1968,PhD,Divorced,83664,1,1,12/11/2017,57,866,21,151,28,21,86,3,2,2,12,5,0,0,0,0,0,0,3,11,0,New York,7.884,12/15/2017,New York City,Male
8318,1979,Graduation,Together,90300,0,0,12/11/2017,7,594,134,786,33,134,57,0,5,6,8,1,0,0,1,0,0,0,3,11,0,New York,13.5932,12/15/2017,New York City,Female
5642,1979,Master,Together,62499,1,0,9/21/2014,0,140,4,61,0,13,4,2,3,1,6,4,0,0,0,0,0,0,3,11,0,Washington,27.7182,9/23/2014,Des Moines,Female
2669,1993,Graduation,Single,74293,0,0,9/21/2014,66,375,152,335,93,91,81,1,5,4,6,2,0,0,0,0,0,0,3,11,0,Washington,701.9883,9/23/2014,Des Moines,Female
455,1946,PhD,Married,51012,0,0,06/07/2014,86,102,9,63,2,9,24,1,4,1,4,6,0,0,0,0,0,0,3,11,0,Illinois,-20.5623,06/10/2014,Peoria,Female
7683,1968,Master,Married,70777,0,1,6/30/2017,80,554,35,113,0,7,78,3,5,3,12,3,0,0,0,0,0,0,3,11,0,Nevada,25.5798,07/05/2017,Las Vegas,Male
3428,1991,PhD,Together,68682,0,0,10/17/2017,56,919,0,505,99,30,45,1,4,9,10,2,0,0,0,0,0,0,3,11,0,Rhode Island,9.4924,10/19/2017,Warwick,Female
7414,1971,Graduation,Married,43824,1,1,10/17/2017,18,96,1,42,12,3,32,4,3,1,4,8,0,0,0,0,0,0,3,11,0,Rhode Island,6.2208,10/19/2017,Warwick,Male
6354,1984,Graduation,Together,15345,1,0,10/31/2015,51,5,2,16,3,2,19,2,1,1,2,8,0,0,0,0,0,0,3,11,1,Michigan,21.036,11/04/2015,Jackson,Female
798,1987,Graduation,Single,23442,1,0,09/08/2016,71,2,0,6,8,6,5,1,1,0,3,7,0,0,0,0,0,0,3,11,0,Texas,3.5952,09/10/2016,Houston,Female
8213,1980,2n Cycle,Together,14515,1,0,09/08/2016,71,6,4,9,6,36,35,4,2,2,3,7,0,0,0,0,0,0,3,11,1,Texas,-317.1528,09/10/2016,Houston,Female
2488,1956,2n Cycle,Divorced,31395,1,1,09/08/2016,80,23,1,25,0,8,7,4,2,1,3,6,0,0,0,0,0,0,3,11,0,Texas,-32.784,09/10/2016,Houston,Female
9999,1965,Graduation,Together,75276,0,0,09/08/2016,2,610,105,125,137,42,21,1,9,4,9,5,0,0,0,0,0,0,3,11,0,Texas,0.7198,09/10/2016,Houston,Female
7617,1974,Graduation,Single,42373,1,1,12/24/2014,83,67,5,61,3,8,19,5,2,1,5,5,0,0,0,0,0,0,3,11,0,Florida,3.4684,12/26/2014,Miami,Male
615,1960,Graduation,Together,30507,0,0,4/16/2014,29,65,36,74,38,20,110,1,5,1,4,7,0,0,0,0,0,0,3,11,0,North Carolina,9.768,4/20/2014,Wilmington,Female
2552,1955,PhD,Single,55521,1,2,12/24/2017,11,416,0,26,0,0,4,9,6,3,6,7,0,1,0,0,0,0,3,11,1,New York,9.6957,12/29/2017,New York City,Female
194,1965,Graduation,Married,48006,1,1,12/08/2017,55,23,0,11,3,2,2,1,1,0,3,6,0,0,0,0,0,0,3,11,0,California,37.7895,12/12/2017,San Francisco,Female
3645,1972,PhD,Single,27213,1,0,12/08/2017,19,19,3,26,10,9,3,3,2,0,4,8,0,0,0,0,0,0,3,11,1,California,434.9913,12/12/2017,San Francisco,Female
8890,1971,PhD,Divorced,65808,1,1,12/08/2017,1,155,7,80,13,7,10,3,5,1,5,6,0,0,0,0,0,0,3,11,0,California,13.3035,12/12/2017,San Francisco,Female
5049,1974,PhD,Together,30351,1,0,12/08/2017,19,14,0,24,3,3,2,1,3,0,2,9,0,0,0,0,0,0,3,11,0,California,-112.9527,12/12/2017,San Francisco,Female
9973,1963,Graduation,Married,50437,0,2,12/08/2017,28,370,9,92,6,9,4,3,7,1,8,7,0,0,0,0,0,0,3,11,0,California,4.6464,12/12/2017,San Francisco,Female
7301,1982,2n Cycle,Single,23616,1,0,12/08/2017,76,4,22,11,3,7,32,2,3,0,3,8,0,0,0,0,0,0,3,11,1,California,13.608,12/12/2017,San Francisco,Female
10882,1976,Graduation,Married,53858,0,1,12/08/2017,50,407,53,221,58,150,26,4,4,3,6,4,0,0,0,0,0,0,3,11,0,California,27.4302,12/12/2017,San Francisco,Female
7030,1955,PhD,Married,66465,0,1,12/08/2017,1,1200,0,204,38,29,14,3,11,9,12,6,0,0,0,1,0,0,3,11,0,California,31.4548,12/12/2017,San Francisco,Female
7422,1987,Graduation,Single,46923,1,0,12/08/2017,90,85,44,54,102,78,6,3,5,1,7,7,0,0,0,0,0,0,3,11,0,California,-18.4548,12/12/2017,San Francisco,Female
3523,1962,Graduation,,75072,0,1,11/03/2017,83,583,34,309,0,22,125,2,5,4,8,3,0,0,0,0,0,0,3,11,0,Washington,65.7342,11/07/2017,Seattle,Female
7106,1943,PhD,Married,75865,0,0,11/03/2017,73,483,0,591,156,0,12,1,3,5,10,1,0,0,0,0,0,0,3,11,0,Washington,26.8744,11/07/2017,Seattle,Female
6504,1975,2n Cycle,Married,19789,1,0,6/24/2017,24,2,5,9,28,6,28,3,2,1,3,5,1,0,0,0,0,0,3,11,0,California,25.8984,6/28/2017,Huntington Beach,Male
5067,1994,Graduation,Married,80134,0,0,4/14/2016,11,966,26,282,52,26,26,1,2,7,11,5,0,1,1,1,1,0,3,11,0,California,38.38,4/18/2016,Los Angeles,Female
4216,1981,Graduation,Married,91065,0,0,11/06/2017,33,822,114,108,179,137,114,1,7,9,9,3,0,0,1,1,0,0,3,11,1,Kentucky,2.8322,11/10/2017,Richmond,Male
8581,1971,Master,Married,49505,1,1,03/04/2017,4,604,0,100,19,0,28,9,10,2,8,8,0,0,0,0,0,0,3,11,0,California,2.7028,03/09/2017,Los Angeles,Male
5929,1973,PhD,Married,37401,1,0,03/04/2017,14,19,3,19,3,1,3,2,2,0,3,7,0,0,0,0,0,0,3,11,0,California,7.015,03/09/2017,Los Angeles,Female
3129,1983,Graduation,Married,30096,1,0,6/22/2014,30,5,3,11,12,5,9,1,2,0,3,6,0,0,0,0,0,0,3,11,0,Colorado,56.5662,6/25/2014,Louisville,Male
6528,1982,Master,Married,18492,1,0,10/19/2017,75,2,2,2,2,1,1,1,1,0,2,8,0,0,0,0,0,0,3,11,0,Massachusetts,14.7056,10/23/2017,Lawrence,Female
1361,1974,Master,Married,82584,0,0,10/19/2017,26,1076,68,103,29,91,68,1,3,4,8,1,0,1,1,0,0,0,3,11,1,Massachusetts,8.502,10/23/2017,Lawrence,Female
6932,1941,PhD,Married,93027,0,0,8/21/2017,77,1285,42,716,55,0,21,0,7,10,5,2,0,0,1,0,0,0,3,11,0,Mississippi,225.264,8/23/2017,Jackson,Female
7284,1953,Graduation,Married,48686,1,2,11/23/2017,8,10,0,7,2,0,1,1,1,0,2,8,0,0,0,0,0,0,3,11,0,Michigan,11.076,11/26/2017,Canton,Female
1340,1986,Graduation,Married,92910,0,0,11/23/2017,42,551,137,792,179,103,33,1,6,7,13,1,0,1,1,1,0,0,3,11,0,Michigan,138.2016,11/26/2017,Canton,Female
8746,1989,Graduation,Married,75433,1,0,09/12/2014,28,800,0,297,0,34,57,2,2,5,10,6,0,1,0,1,0,0,3,11,0,New York,30.0957,9/13/2014,New Rochelle,Male
5987,1989,2n Cycle,Together,10404,1,0,10/01/2017,52,2,2,11,10,6,12,2,1,0,4,5,0,0,0,0,0,0,3,11,0,Texas,0.5004,10/08/2017,San Antonio,Male
3767,1968,Graduation,Married,61314,0,1,4/15/2016,1,378,0,189,97,172,172,2,5,5,12,3,0,0,0,0,0,0,3,11,0,North Carolina,-145.3508,4/21/2016,Gastonia,Male
3725,1961,PhD,Single,84865,0,0,4/15/2016,1,1248,16,349,43,16,16,1,2,4,9,4,0,1,1,1,1,0,3,11,1,North Carolina,76.6395,4/21/2016,Gastonia,Female
4324,1989,Graduation,Married,42387,1,0,4/15/2016,42,235,0,235,19,4,191,5,8,1,7,8,0,0,0,0,0,0,3,11,0,North Carolina,54.7425,4/21/2016,Gastonia,Female
238,1967,2n Cycle,Together,67309,1,1,4/15/2016,76,515,47,181,149,95,95,15,9,6,9,7,0,0,0,0,0,0,3,11,0,North Carolina,-0.7748,4/21/2016,Gastonia,Female
6694,1964,Graduation,Married,75236,0,1,06/06/2016,27,438,66,400,12,38,114,1,8,3,13,4,0,0,0,0,0,0,3,11,0,Massachusetts,207.147,06/07/2016,Lowell,Female
498,1970,Graduation,Single,30015,1,0,12/19/2014,28,25,0,22,2,3,5,2,1,0,4,5,0,0,0,0,0,0,3,11,0,Florida,-3.6892,12/25/2014,Jacksonville,Male
9347,1956,Master,Together,50943,0,1,12/19/2014,49,31,0,7,2,0,6,1,1,0,3,5,0,0,0,0,0,0,3,11,0,Florida,-18.585,12/25/2014,Jacksonville,Male
9699,1966,Graduation,Divorced,67272,0,1,06/12/2016,12,357,35,271,28,28,14,3,6,2,12,5,0,0,0,0,0,0,3,11,0,Illinois,43.1991,6/14/2016,Chicago,Female
10664,1949,Master,Widow,51529,0,1,06/12/2016,14,400,4,35,6,0,22,2,9,1,5,8,0,0,0,0,0,0,3,11,0,Illinois,113.6394,6/14/2016,Chicago,Female
5455,1971,PhD,Married,32011,1,0,9/15/2017,89,99,0,15,2,1,5,3,2,1,4,7,0,0,0,0,0,0,3,11,0,Texas,11.5536,9/19/2017,Houston,Male
456,1986,2n Cycle,Married,7500,1,0,1/20/2017,96,1,11,5,4,6,9,2,2,0,3,8,0,0,0,0,0,0,3,11,0,New York,2.3094,1/23/2017,New York City,Female
5012,1989,Graduation,Married,28691,1,0,09/05/2016,56,5,4,13,8,0,4,1,1,0,3,8,0,0,0,0,0,0,3,11,0,Michigan,3.666,09/07/2016,Detroit,Male
7495,1948,PhD,Married,56223,0,1,09/05/2016,72,77,28,31,16,0,4,2,2,1,5,4,0,0,0,0,0,0,3,11,0,Michigan,23.3928,09/07/2016,Detroit,Female
5029,1946,Graduation,Married,18100,0,0,09/05/2016,14,3,1,2,4,3,1,1,0,0,3,5,0,0,0,0,0,0,3,11,0,Michigan,20.5755,09/07/2016,Detroit,Male
10642,1989,Graduation,Single,30279,1,0,09/05/2016,13,10,4,14,4,4,1,1,1,0,3,8,0,0,0,0,0,0,3,11,0,Michigan,42.0256,09/07/2016,Detroit,Female
2106,1974,2n Cycle,Married,20130,0,0,09/05/2016,99,0,6,3,7,6,12,1,1,0,3,8,0,0,0,0,0,0,3,11,0,Michigan,29.1528,09/07/2016,Detroit,Female
10364,1959,Graduation,Divorced,23295,0,0,09/05/2016,72,0,0,1,2,12,5,1,1,0,2,8,0,0,0,0,0,0,3,11,0,Michigan,10.584,09/07/2016,Detroit,Female
5954,1972,Master,Divorced,42618,1,0,3/20/2017,92,76,14,74,13,5,10,2,5,0,4,8,0,0,0,0,0,0,3,11,0,Indiana,1.3677,3/25/2017,Columbus,Male
1137,1964,Graduation,Single,81246,0,0,04/01/2016,87,398,190,537,61,156,37,1,4,5,7,1,1,0,0,1,0,0,3,11,0,New York,15.4752,04/03/2016,Auburn,Female
2541,1976,Graduation,Married,24027,1,0,04/01/2016,7,14,7,11,11,0,5,2,2,0,3,8,0,0,0,0,0,0,3,11,0,New York,9.7164,04/03/2016,Auburn,Male
1142,1953,PhD,Married,55707,0,1,04/01/2016,91,208,7,82,30,66,35,2,3,2,9,3,0,0,0,0,0,0,3,11,0,New York,71.2476,04/03/2016,Auburn,Female
2276,1955,Graduation,Single,57959,0,1,04/01/2016,71,430,16,322,43,24,33,5,4,7,11,3,0,0,0,0,0,0,3,11,0,New York,7.9248,04/03/2016,Auburn,Female
2807,1969,Graduation,Married,56796,0,1,04/01/2016,24,656,38,161,62,47,37,3,8,9,7,7,0,0,0,0,0,0,3,11,0,New York,2.8536,04/03/2016,Auburn,Female
6471,1971,Master,Single,36230,1,0,04/01/2016,17,14,2,30,,2,3,1,2,0,4,5,0,0,0,0,0,0,3,11,0,New York,9.1312,04/03/2016,Auburn,Male
6131,1980,2n Cycle,Married,70829,1,1,10/20/2017,87,141,70,106,,19,23,2,4,2,8,3,0,0,0,0,0,0,3,11,0,Ohio,-75.8304,10/24/2017,Akron,Male
6233,1976,Graduation,Married,65991,0,1,10/20/2017,21,507,19,364,,47,9,3,9,5,10,7,0,0,0,0,0,0,3,11,0,Ohio,66.5408,10/24/2017,Akron,Male
4148,1972,Graduation,Married,38988,1,2,12/13/2016,90,164,24,103,,3,42,7,5,1,6,8,0,0,0,0,0,0,3,11,0,Oklahoma,24.9132,12/17/2016,Norman,Female
4947,1966,2n Cycle,Single,89572,0,0,02/12/2014,44,606,24,974,,194,64,1,7,7,9,4,0,1,0,1,0,0,3,11,1,California,-24.294,2/18/2014,Concord,Male
3225,1984,Master,Married,42207,1,0,9/26/2016,71,116,11,72,,17,46,4,4,1,5,6,1,0,0,0,0,0,3,11,1,Illinois,-96.1146,10/01/2016,Decatur,Female
7540,1952,Graduation,Married,50300,0,1,9/26/2016,52,143,15,60,,23,5,2,2,1,8,2,0,0,0,0,0,0,3,11,0,Illinois,3.348,10/01/2016,Decatur,Female
10648,1982,2n Cycle,Together,66664,0,0,12/15/2015,78,398,96,447,,96,32,1,5,7,6,3,0,0,0,0,0,0,3,11,0,Washington,36.372,12/22/2015,Seattle,Male
1992,1964,Graduation,Married,60597,0,1,12/15/2015,2,522,0,257,,16,66,4,2,2,8,7,0,0,0,1,0,0,3,11,1,Washington,377.9622,12/22/2015,Seattle,Female
7851,1949,Graduation,Widow,70165,0,0,12/15/2015,60,161,0,253,,191,122,1,3,7,11,1,0,0,0,0,0,0,3,11,0,Washington,18.6006,12/22/2015,Seattle,Male
8594,1958,PhD,Widow,50520,0,1,4/22/2016,25,112,0,6,,1,14,2,3,1,3,6,0,0,0,0,0,0,3,11,0,Arizona,7.068,4/29/2016,Phoenix,Male
7059,1963,Graduation,Married,80124,0,0,4/22/2016,47,483,84,398,,84,241,1,3,7,8,1,1,0,0,0,0,0,3,11,0,Arizona,-814.4832,4/29/2016,Phoenix,Male
2815,1975,Graduation,Married,33183,1,0,4/22/2016,46,7,5,39,,15,37,2,4,0,3,7,0,0,0,0,0,0,3,11,0,Arizona,-20.889,4/29/2016,Phoenix,Female
2416,1969,PhD,Single,66582,0,0,4/22/2016,83,789,25,420,,38,0,1,2,8,9,1,0,0,0,0,0,0,3,11,0,Arizona,-34.758,4/29/2016,Phoenix,Female
7999,1955,PhD,Together,75261,0,0,4/22/2016,17,1239,17,413,,34,17,1,5,6,5,2,0,1,1,0,0,0,3,11,1,Arizona,5.8704,4/29/2016,Phoenix,Male
9213,1970,Graduation,Widow,31880,1,0,1/17/2015,13,4,1,5,,0,3,1,1,0,2,8,0,0,0,0,0,0,3,11,0,Illinois,-312.0614,1/24/2015,Park Ridge,Female
9697,1951,Graduation,Married,53790,0,2,3/31/2017,86,335,42,127,,5,5,3,7,2,8,6,0,0,0,0,0,0,3,11,0,Texas,-36.2352,04/04/2017,Amarillo,Male
3916,1971,PhD,Together,49269,1,0,12/16/2016,92,639,8,166,,8,58,3,7,3,12,7,0,0,0,0,0,0,3,11,0,Illinois,-7.9002,12/20/2016,Chicago,Male
2021,1975,Graduation,Married,61456,0,1,12/20/2015,47,563,76,384,,192,89,4,6,10,13,4,0,0,0,0,0,0,3,11,0,New York,26.6304,12/24/2015,Lindenhurst,Female
1581,1980,Graduation,Married,37406,1,0,11/09/2014,18,2,0,8,,2,3,1,1,0,2,8,0,0,0,0,0,0,3,11,1,California,3.4092,11/11/2014,San Francisco,Male
564,1981,PhD,Together,56937,1,0,11/09/2014,81,746,8,125,,8,8,7,8,6,9,6,0,1,0,0,0,0,3,11,1,California,10.4784,11/11/2014,San Francisco,Male
6619,1978,Graduation,Married,38415,1,1,11/09/2014,91,22,1,13,,0,4,2,1,0,3,7,0,0,0,0,0,0,3,11,0,California,87.996,11/11/2014,San Francisco,Female
9081,1988,Graduation,Single,20518,1,0,11/09/2014,58,4,1,6,4,1,9,1,1,1,2,5,0,0,0,0,0,0,3,11,0,California,24.9804,11/11/2014,San Francisco,Female
178,1956,Graduation,Married,62503,0,1,11/09/2014,40,478,0,193,110,75,117,4,8,3,11,5,0,0,0,0,0,0,3,11,0,California,28.819,11/11/2014,San Francisco,Female
916,1972,PhD,Single,41644,1,1,11/09/2014,67,20,3,4,2,0,2,2,1,0,3,3,0,0,0,0,0,0,3,11,0,California,45.528,11/11/2014,San Francisco,Female
5512,1977,Master,Married,55842,0,1,07/12/2016,19,451,0,39,,4,24,1,7,1,8,5,0,0,0,0,0,0,3,11,0,California,7.182,7/19/2016,Los Angeles,Male
8970,1972,PhD,Married,62010,0,1,10/27/2016,93,371,22,39,6,0,92,4,6,2,7,5,0,0,0,0,0,0,3,11,0,New York,19.296,11/02/2016,Troy,Female
10581,1977,Graduation,Married,41124,1,0,6/26/2016,41,281,7,84,15,0,119,7,7,3,4,8,0,0,0,0,0,0,3,11,0,New York,6.615,07/02/2016,New York City,Female
5300,1973,Master,Married,38961,1,0,6/26/2016,60,19,7,19,,1,24,1,2,1,2,7,0,0,0,0,0,0,3,11,0,New York,84.51,07/02/2016,New York City,Male
5154,1972,Master,Divorced,37760,1,0,10/06/2014,54,26,3,13,,10,0,1,2,0,3,6,0,0,0,0,0,0,3,11,0,California,1.9089,10/10/2014,San Diego,Female
8346,1974,Graduation,Single,32233,1,0,7/22/2014,26,138,15,35,,11,72,2,6,2,2,9,1,0,0,0,0,0,3,11,1,New York,1.6688,7/27/2014,New York City,Male
1676,1975,Graduation,Married,43057,0,1,7/22/2014,30,213,2,44,,2,5,4,4,2,5,5,0,0,0,0,0,0,3,11,0,New York,57.5928,7/27/2014,New York City,Male
9286,1960,Master,Together,83151,0,0,06/10/2017,93,407,28,100,120,74,18,1,5,9,4,3,0,0,0,0,0,0,3,11,0,California,14.8,6/13/2017,Los Angeles,Female
2426,1964,PhD,Divorced,78825,0,0,06/10/2017,35,483,74,114,169,37,18,1,5,10,13,3,0,0,0,0,0,0,3,11,1,California,-30.245,6/13/2017,Los Angeles,Female
5172,1976,Master,Together,65104,0,1,06/10/2017,4,738,0,232,13,20,50,2,3,5,7,7,0,0,0,0,0,0,3,11,0,California,17.4975,6/13/2017,Los Angeles,Female
5562,1974,Graduation,Married,60093,0,1,10/29/2014,92,502,12,109,16,6,90,2,7,2,10,6,0,0,0,0,0,0,3,11,0,Illinois,341.994,10/31/2014,Chicago,Female
3436,1969,Graduation,Married,14045,1,0,06/09/2014,24,11,0,5,2,1,1,1,1,0,3,7,0,0,0,0,0,0,3,11,0,Texas,0.5994,6/13/2014,Huntsville,Male
3921,1952,2n Cycle,Widow,28457,0,0,06/09/2014,96,24,1,108,29,29,14,1,4,1,4,8,0,0,0,0,0,0,3,11,0,Texas,10.3974,6/13/2014,Huntsville,Male
3403,1958,PhD,Together,78952,0,1,06/09/2014,11,1170,19,594,99,76,134,2,2,5,12,6,0,0,0,0,0,0,3,11,0,Texas,6.1572,6/13/2014,Huntsville,Female
22,1976,Graduation,Divorced,46310,1,0,9/14/2014,99,185,2,88,15,5,14,2,6,1,5,8,0,0,0,0,0,0,3,11,0,New York,8.983,9/19/2014,Rochester,Male
10965,1955,Graduation,Together,76005,0,0,9/14/2014,72,983,20,389,240,50,40,1,3,5,13,6,0,0,0,1,0,0,3,11,0,New York,5.0922,9/19/2014,Rochester,Female
9426,1964,Master,Single,58308,0,1,05/09/2016,77,691,0,69,10,0,130,4,2,6,3,8,0,0,0,0,0,0,3,11,0,Washington,13.1572,5/14/2016,Seattle,Male
6605,1944,PhD,Divorced,55614,0,0,3/18/2016,85,504,13,131,8,0,26,1,9,4,6,7,0,1,0,0,0,0,3,11,0,Tennessee,-94.941,3/21/2016,Memphis,Male
3136,1962,Master,Divorced,59432,0,1,12/27/2015,88,317,25,265,25,19,12,3,5,3,11,5,0,0,0,0,0,0,3,11,0,Arkansas,51.6558,12/31/2015,Fayetteville,Male
8737,1978,Graduation,Divorced,55563,0,1,7/25/2016,22,29,1,9,2,0,2,1,2,0,3,3,0,0,0,0,0,0,3,11,0,California,40.3704,7/31/2016,Costa Mesa,Male
11088,1971,PhD,Together,78642,0,1,7/25/2016,83,1396,0,322,46,35,17,1,4,9,4,6,0,0,0,0,0,0,3,11,0,California,81.8432,7/31/2016,Costa Mesa,Female
716,1949,PhD,Together,67911,0,1,7/25/2016,63,529,0,356,63,28,0,3,6,7,11,3,0,0,0,0,0,0,3,11,0,California,18.1176,7/31/2016,Costa Mesa,Female
466,1944,Graduation,Married,65275,0,0,7/25/2016,9,388,14,218,91,14,21,1,4,3,13,2,0,0,0,0,0,0,3,11,0,California,22.869,7/31/2016,Costa Mesa,Male
9135,1950,Graduation,Together,27203,1,1,5/30/2016,92,13,2,21,4,0,24,2,1,1,2,8,0,0,0,0,0,0,3,11,0,Colorado,-15.08,06/04/2016,Parker,Male
10623,1961,Master,Together,48330,0,1,5/30/2016,2,28,0,4,0,0,0,1,1,0,3,5,0,0,0,0,0,0,3,11,0,Colorado,-11.9616,06/04/2016,Parker,Male
8151,1990,Basic,Married,24279,0,0,5/30/2016,6,16,36,21,20,62,108,1,4,1,3,8,0,0,0,0,0,0,3,11,0,Colorado,50.098,06/04/2016,Parker,Female
5140,1985,PhD,Married,64355,1,0,5/30/2016,66,1047,0,140,67,38,153,2,4,3,12,8,0,0,0,0,0,0,3,11,0,Colorado,-1.9008,06/04/2016,Parker,Male
10160,1956,Master,Together,50943,0,1,5/30/2016,49,31,0,7,2,0,6,1,1,0,3,5,0,0,0,0,0,0,3,11,0,Colorado,11.8871,06/04/2016,Parker,Male
4945,1953,Graduation,Widow,53653,0,0,11/12/2017,29,815,10,239,28,10,108,2,10,4,12,6,0,0,0,0,0,0,3,11,0,New York,5.373,11/15/2017,New York City,Male
10584,1976,Graduation,Married,65665,0,1,3/16/2015,77,225,162,387,106,36,29,1,5,10,8,3,0,0,0,0,0,0,3,11,0,Georgia,0.7398,3/22/2015,Atlanta,Female
6071,1989,Graduation,Single,81217,0,0,3/16/2015,77,493,70,324,146,40,84,1,3,7,11,1,0,0,0,0,0,0,3,11,0,Georgia,2.1684,3/22/2015,Atlanta,Male
3386,1992,Graduation,Married,34935,0,0,3/16/2015,71,34,4,66,3,10,20,1,2,1,4,7,0,0,0,0,0,0,3,11,0,Georgia,11.685,3/22/2015,Atlanta,Female
8939,1959,Graduation,Divorced,61250,0,1,3/16/2015,49,382,138,65,60,26,59,6,5,2,12,5,0,0,0,0,0,0,3,11,0,Georgia,3177.475,3/22/2015,Atlanta,Male
9925,1981,PhD,Together,39665,1,0,11/26/2017,97,127,1,56,0,1,31,3,4,2,3,7,1,0,0,0,0,0,3,11,0,Missouri,40.416,11/27/2017,Gladstone,Female
4320,1979,Graduation,Single,60152,0,1,11/26/2017,6,325,83,300,86,58,91,1,6,4,12,3,0,0,0,0,0,0,3,11,0,Missouri,12.1728,11/27/2017,Gladstone,Female
5389,1964,Graduation,Married,48920,0,2,10/20/2016,93,238,17,68,8,10,6,3,6,2,5,7,0,1,0,0,0,0,3,11,0,Ohio,0.7152,10/23/2016,Newark,Female
6036,1959,Master,Together,89120,0,0,12/21/2017,78,1168,92,408,72,129,55,1,5,6,7,1,0,0,1,0,0,0,3,11,0,California,1.7901,12/25/2017,Los Angeles,Female
182,1946,PhD,Together,44124,0,1,12/21/2017,62,284,0,55,0,6,52,4,6,2,5,8,0,0,0,0,0,0,3,11,0,California,1.7052,12/25/2017,Los Angeles,Male
203,1975,Master,Single,81169,0,0,1/22/2017,47,1288,20,613,80,61,27,1,5,7,9,2,0,0,0,0,0,0,3,11,0,Montana,1379.977,1/27/2017,Great Falls,Female
11025,1961,Graduation,Married,36443,1,1,1/22/2017,9,65,0,46,4,3,20,4,3,1,3,8,0,0,0,0,0,0,3,11,0,Montana,13.8915,1/27/2017,Great Falls,Male
10203,1990,Graduation,Single,26095,1,0,1/22/2017,77,11,7,9,3,1,11,1,1,0,3,7,0,0,0,0,0,0,3,11,0,Montana,5.382,1/27/2017,Great Falls,Female
4607,1959,Graduation,Together,71367,0,0,1/22/2017,24,227,23,389,42,21,75,1,4,5,7,2,0,0,0,0,0,0,3,11,0,Montana,56.301,1/27/2017,Great Falls,Female
3711,1944,Master,Married,80184,0,0,3/22/2015,19,1035,134,670,25,38,0,1,6,3,10,3,0,0,1,1,0,0,3,11,0,Texas,5.2877,3/26/2015,Houston,Female
